,km,year,test_cost,price,num_of_hand,Engine_Size,electric,disel,gasoline,automatic,manual,private,leasing,rent,else,Manufacturer
348,37520,2020,3366,172900,1,2360.0,1,0,1,1,0,1,0,0,0,19
349,129000,2018,1604,70000,2,1461.0,0,1,0,1,0,1,0,0,0,36
350,6000,2022,1235,82000,1,1197.0,0,0,1,1,0,1,0,0,0,13
351,31800,2021,2417,159900,2,1498.0,0,0,1,1,0,1,0,0,0,27
352,38320,2020,1811,122900,1,1999.0,0,0,1,1,0,1,0,0,0,35
353,33000,2020,2417,159000,1,1498.0,0,0,1,1,0,1,0,0,0,27
354,39000,2021,2417,166900,2,1998.0,0,0,1,1,0,1,0,0,0,17
355,29000,2022,4731,405000,1,1995.0,0,0,1,1,0,1,0,0,0,7
356,84151,2020,1811,99900,1,998.0,0,0,1,1,0,1,0,0,0,35
357,40312,2020,2130,120900,1,1499.0,0,0,1,1,0,1,0,0,0,19
358,36480,2020,1102,79900,1,1248.0,0,0,1,1,0,1,0,0,0,35
359,134000,2020,1835,99900,1,1498.0,0,0,1,1,0,0,1,0,0,27
360,50023,2020,2130,122900,1,1499.0,0,0,1,1,0,1,0,0,0,19
361,125000,2018,1604,82900,2,1580.0,0,0,1,1,0,1,0,0,0,13
362,32776,2020,1235,79900,1,1399.0,0,0,1,1,0,1,0,0,0,37
363,25000,2019,1835,105900,1,1197.0,0,0,1,1,0,1,0,0,0,36
364,22500,2022,1811,142969,1,999.0,0,0,1,1,0,0,0,0,1,27
365,59000,2019,1604,89000,1,1998.0,0,0,1,1,0,0,1,0,0,19
366,110000,2019,1235,58000,1,1199.0,0,0,1,1,0,0,0,1,0,26
367,120000,2019,1604,87000,1,1591.0,0,0,1,1,0,1,0,0,0,35
368,63000,2020,1835,120000,1,1199.0,0,0,1,1,0,1,0,0,0,31
369,107000,2016,1584,79900,2,1999.0,0,0,1,1,0,1,0,0,0,13
370,129000,2020,1529,69900,1,998.0,0,0,1,1,0,1,0,0,0,13
371,58000,2019,3366,142000,2,1498.0,0,0,1,1,0,0,0,0,1,1
372,80100,2018,2019,122900,1,1395.0,0,0,1,1,0,1,0,0,0,28
373,194000,2011,1074,22000,3,1586.0,0,0,1,1,0,1,0,0,0,24
374,47107,2018,1353,90900,1,998.0,0,0,1,1,0,1,0,0,0,35
375,158250,2012,1074,34900,3,1396.0,0,0,1,1,0,1,0,0,0,35
376,113527,2018,1604,89900,2,999.0,0,0,1,1,0,1,0,0,0,27
377,35190,2019,1835,124900,1,1498.0,0,0,1,1,0,1,0,0,0,27
378,90960,2020,2417,127900,1,1498.0,0,0,1,1,0,1,0,0,0,25
379,89000,2021,1811,130900,1,1498.0,0,0,1,1,0,1,0,0,0,27
380,340,2023,1811,129900,1,1490.0,0,0,1,1,0,1,0,0,0,12
381,134400,2018,1604,75900,2,1998.0,0,0,1,1,0,1,0,0,0,17
382,71200,2019,1604,99900,1,1498.0,0,0,1,1,0,1,0,0,0,10
383,68250,2018,1102,73900,1,1248.0,0,0,1,1,0,1,0,0,0,35
384,38998,2017,2019,120900,1,1598.0,0,1,0,1,0,1,0,0,0,21
385,158000,2011,1369,32000,2,1799.0,0,0,1,1,0,0,1,0,0,10
386,13000,2022,2417,179000,1,2488.0,0,0,1,1,0,1,0,0,0,17
387,143000,2014,1424,45500,2,1591.0,0,0,1,1,0,0,1,0,0,13
388,81000,2016,1205,49900,2,1396.0,0,0,1,1,0,0,1,0,0,35
389,100000,2014,1424,50000,1,1197.0,0,0,1,1,0,1,0,0,0,27
390,60900,2019,1102,77900,1,1248.0,0,0,1,1,0,1,0,0,0,35
391,49000,2022,1235,95000,1,1496.0,0,0,1,1,0,1,0,0,0,17
392,147000,2012,880,32000,3,1248.0,0,0,1,1,0,1,0,0,0,35
393,95000,2014,1962,79900,1,3564.0,0,0,1,1,0,1,0,0,0,37
394,56000,2019,1604,94900,1,1998.0,0,0,1,1,0,1,0,0,0,17
395,60000,2020,1604,100000,1,1498.0,0,0,1,1,0,0,1,0,0,27
396,134000,2016,1584,62000,2,1197.0,0,0,1,1,0,0,1,0,0,21
397,148000,2016,1693,79000,2,1998.0,0,0,1,1,0,0,1,0,0,19
398,69900,2020,1604,109000,1,1798.0,0,0,1,1,0,0,1,0,0,12
399,124545,2017,1604,85900,1,1580.0,0,0,1,1,0,1,0,0,0,35
400,67039,2019,1604,100900,1,1498.0,0,0,1,1,0,1,0,0,0,10
401,139000,2017,1693,103000,2,1998.0,0,0,1,1,0,0,1,0,0,19
402,95210,2016,1584,87900,1,1999.0,0,0,1,1,0,1,0,0,0,35
403,76000,2017,1835,98900,2,1999.0,0,0,1,1,0,1,0,0,0,13
404,53287,2019,1835,119900,1,1999.0,0,0,1,1,0,1,0,0,0,35
405,148700,2018,1604,84900,2,1580.0,0,0,1,1,0,1,0,0,0,35
406,51600,2019,1102,76900,1,1248.0,0,0,1,1,0,1,0,0,0,35
407,115000,2019,2563,149000,1,2157.0,0,1,0,1,0,1,0,0,0,22
408,120000,2017,1604,55000,1,1496.0,0,0,1,1,0,0,1,0,0,17
409,130000,2018,2019,110000,1,1798.0,0,0,1,1,0,1,0,0,0,27
410,50000,2017,1102,68900,1,1248.0,0,0,1,1,0,1,0,0,0,35
411,122000,2019,1353,64000,1,1318.0,0,0,1,1,0,1,0,0,0,10
412,154000,2017,1835,79000,2,1490.0,0,0,1,1,0,1,0,0,0,37
413,141000,2015,1424,27900,2,1364.0,0,0,1,1,0,0,0,1,0,2
414,53670,2019,2019,149000,1,1987.0,0,0,1,1,0,0,0,0,1,12
415,170000,2015,1693,99000,1,2499.0,0,1,0,0,1,1,0,0,0,4
416,41065,2018,1102,69900,1,1199.0,0,0,1,1,0,1,0,0,0,26
417,109000,2010,1427,33990,2,1997.0,0,0,1,1,0,1,0,0,0,21
418,41000,2019,1604,117500,2,1798.0,0,0,1,1,0,0,1,0,0,12
419,48865,2019,2019,119900,1,1199.0,0,0,1,1,0,1,0,0,0,31
420,83872,2018,2019,120900,1,1395.0,0,0,1,1,0,1,0,0,0,28
421,130000,2020,1811,93000,1,1580.0,0,0,1,1,0,0,1,0,0,13
422,69880,2019,2563,154423,1,1898.0,0,1,0,1,0,0,1,0,0,4
423,144431,2018,1604,71520,1,999.0,0,0,1,1,0,0,0,0,1,27
424,66000,2020,2563,198640,1,1984.0,0,0,1,1,0,1,0,0,0,1
425,103000,2018,1835,103900,1,1999.0,0,0,1,1,0,1,0,0,0,35
426,143000,2015,1693,29900,2,1598.0,0,0,1,1,0,0,1,0,0,26
427,70000,2020,1604,109000,1,1798.0,0,0,1,1,0,0,1,0,0,12
428,77000,2017,1102,47000,1,998.0,0,0,1,1,0,0,0,1,0,13
429,110000,2017,1604,48000,1,1399.0,0,0,1,1,0,0,1,0,0,2
430,149000,2015,1205,41000,2,1591.0,0,0,1,1,0,1,0,0,0,13
431,108000,2018,1604,96900,1,1580.0,0,0,1,1,0,1,0,0,0,35
432,57089,2019,2019,123900,1,1999.0,0,0,1,1,0,1,0,0,0,13
433,55000,2017,1604,97900,1,1395.0,0,0,1,1,0,1,0,0,0,25
434,149956,2017,1584,54083,1,1490.0,0,0,1,1,0,0,1,0,0,37
435,71495,2017,1584,80900,2,1197.0,0,0,1,1,0,1,0,0,0,21
436,107778,2017,1693,92900,1,1591.0,0,0,1,1,0,1,0,0,0,35
437,30733,2019,1102,77900,1,1248.0,0,0,1,1,0,1,0,0,0,35
438,48000,2019,2019,119900,1,1591.0,0,0,1,1,0,1,0,0,0,35
439,40475,2019,2019,119900,1,1591.0,0,0,1,1,0,1,0,0,0,35
440,54202,2019,1102,74900,1,1248.0,0,0,1,1,0,1,0,0,0,35
441,31150,2020,4731,443400,1,2993.0,0,1,0,1,0,0,0,0,1,6
442,110000,2018,1102,36900,2,1198.0,0,0,1,1,0,0,1,0,0,21
443,60489,2021,2417,154900,1,1998.0,0,0,1,1,0,1,0,0,0,17
444,11211,2022,3366,230000,3,1998.0,0,0,1,1,0,1,0,0,0,6
445,116974,2016,1693,99900,1,1998.0,0,0,1,1,0,1,0,0,0,19
446,7000,2022,4731,369000,2,1991.0,0,0,1,1,0,1,0,0,0,0
447,104583,2018,1835,91900,1,1560.0,0,1,0,1,0,1,0,0,0,31
448,130000,2015,985,40000,2,1248.0,0,0,1,1,0,0,1,0,0,13
449,32000,2021,2130,144996,2,1461.0,0,1,0,1,0,1,0,0,0,21
450,48000,2021,2417,174996,1,1984.0,0,0,1,1,0,1,0,0,0,27
451,58000,2019,2019,113900,1,1199.0,0,0,1,1,0,1,0,0,0,31
452,3000,2023,2417,222000,1,2488.0,0,0,1,1,0,1,0,0,0,19
453,85000,2019,1604,81900,1,999.0,0,0,1,1,0,0,1,0,0,27
454,147500,2015,985,16000,2,1199.0,0,0,1,1,0,0,1,0,0,31
455,135000,2017,1604,80000,2,1580.0,0,0,1,1,0,0,1,0,0,35
456,65000,2019,2130,120000,1,1498.0,0,0,1,1,0,1,0,0,0,25
457,32900,2021,2417,138900,1,1199.0,0,0,1,1,0,1,0,0,0,31
458,6273,2022,4731,411400,1,1991.0,0,0,1,1,0,0,0,0,1,0
459,1,2023,3366,305200,1,1498.0,0,0,1,1,0,0,0,0,1,1
460,58000,2019,2019,123900,1,1999.0,0,0,1,1,0,1,0,0,0,13
462,23000,2020,3366,213000,2,1333.0,0,0,1,1,0,0,0,0,1,20
463,64588,2020,3366,169900,1,2360.0,1,0,1,1,0,1,0,0,0,19
464,103000,2019,1102,49900,2,1193.0,0,0,1,1,0,1,0,0,0,19
465,505,2023,4731,460000,1,3604.0,0,0,1,1,0,1,0,0,0,7
466,505,2023,4731,450000,1,3604.0,0,0,1,1,0,1,0,0,0,7
467,88255,2020,2130,124900,1,1995.0,0,0,1,1,0,1,0,0,0,23
468,67000,2018,2019,119000,1,1591.0,0,0,1,1,0,1,0,0,0,13
469,170000,2016,1424,53000,2,1600.0,0,0,1,1,0,0,1,0,0,23
470,20869,2021,4731,320000,1,1995.0,0,0,1,1,0,0,0,0,1,7
471,7258,2022,3366,229000,1,1498.0,0,0,1,1,0,0,0,0,1,1
472,53270,2019,3357,210800,1,1998.0,0,0,1,1,0,0,0,0,1,6
473,5870,2022,3366,254500,1,1332.0,0,0,1,1,0,0,0,0,1,0
474,4000,2022,2417,184900,1,1498.0,0,0,1,1,0,1,0,0,0,27
475,75000,2020,2417,145000,1,2360.0,1,0,1,1,0,1,0,0,0,19
476,54189,2020,2130,129900,1,1499.0,0,1,0,1,0,1,0,0,0,31
477,53754,2018,1102,71900,1,1248.0,0,0,1,1,0,1,0,0,0,35
478,69617,2020,1811,116900,1,1999.0,0,0,1,1,0,1,0,0,0,35
479,50000,2021,2130,136900,1,1580.0,1,0,1,1,0,1,0,0,0,35
480,127000,2018,3357,265000,1,1997.0,1,0,1,1,0,1,0,0,0,6
481,40565,2021,1811,127900,1,1999.0,0,0,1,1,0,1,0,0,0,35
482,19830,2021,2130,136900,1,1499.0,0,0,1,1,0,1,0,0,0,19
483,99650,2018,1604,89000,1,1580.0,0,0,1,1,0,0,1,0,0,35
484,4000,2022,1235,79900,1,1197.0,0,0,1,1,0,1,0,0,0,13
485,35745,2020,1835,101900,1,1498.0,0,0,1,1,0,1,0,0,0,29
486,89000,2019,2019,138000,1,2487.0,0,0,1,1,0,1,0,0,0,12
487,94997,2018,1604,69000,1,1496.0,0,0,1,1,0,0,0,1,0,17
488,83000,2018,1604,57000,2,1798.0,0,0,1,1,0,0,1,0,0,21
489,107000,2019,1604,99000,1,1580.0,0,0,1,1,0,1,0,0,0,13
490,115000,2020,1835,113000,1,1999.0,0,0,1,1,0,1,0,0,0,35
491,39584,2020,1235,79900,1,1399.0,0,0,1,1,0,1,0,0,0,37
492,127000,2014,1693,62900,2,1997.0,0,0,1,1,0,1,0,0,0,10
493,98000,2019,1604,107000,1,1395.0,0,0,1,1,0,1,0,0,0,25
494,107000,2017,1102,36000,2,1199.0,0,0,1,1,0,0,1,0,0,26
495,33000,2020,1811,104900,1,998.0,0,0,1,1,0,1,0,0,0,35
496,192000,2015,1693,69900,2,1998.0,0,0,1,1,0,0,1,0,0,17
497,109000,2018,1835,84900,2,1560.0,0,1,0,1,0,0,1,0,0,31
498,6363,2021,1235,74900,1,898.0,0,0,1,1,0,1,0,0,0,8
499,145000,2018,1604,78000,1,1598.0,0,0,1,1,0,1,0,0,0,12
500,505,2023,2417,215000,1,1798.0,0,0,1,1,0,1,0,0,0,12
501,505,2023,2417,215000,1,1798.0,0,0,1,1,0,1,0,0,0,12
502,195000,2013,985,19000,1,998.0,0,0,1,0,1,1,0,0,0,35
503,99000,2017,1693,109900,1,1998.0,0,0,1,1,0,1,0,0,0,19
504,43485,2020,2130,116900,1,1999.0,0,0,1,1,0,1,0,0,0,35
505,60000,2020,1811,99900,1,1798.0,0,0,1,1,0,1,0,0,0,12
506,92000,2015,985,33000,2,1197.0,0,0,1,1,0,1,0,0,0,36
507,40000,2020,1102,74000,1,1248.0,0,0,1,1,0,1,0,0,0,35
508,95687,2017,1604,77900,2,1586.0,0,0,1,1,0,1,0,0,0,24
509,97000,2014,1205,38000,3,1329.0,0,0,1,1,0,0,1,0,0,12
510,16000,2022,2417,179770,1,1498.0,0,0,1,1,0,1,0,0,0,34
511,66000,2019,1102,77900,1,1248.0,0,0,1,1,0,1,0,0,0,35
512,93959,2018,1604,84900,2,1998.0,0,0,1,1,0,1,0,0,0,17
513,76536,2018,2019,154900,1,1968.0,0,1,0,1,0,1,0,0,0,27
514,29300,2019,1102,74900,1,1399.0,0,0,1,1,0,1,0,0,0,37
515,84000,2020,3366,230000,2,1998.0,1,0,1,1,0,0,1,0,0,6
516,135697,2016,1962,113900,1,3342.0,0,0,1,1,0,1,0,0,0,35
517,58000,2017,1584,104900,1,1395.0,0,0,1,1,0,1,0,0,0,25
518,59410,2019,1604,124900,1,1798.0,0,0,1,1,0,1,0,0,0,12
519,46316,2019,1102,69900,2,1248.0,0,0,1,1,0,1,0,0,0,35
520,50000,2019,1604,100000,1,1498.0,0,0,1,1,0,0,1,0,0,27
521,97000,2020,1604,92900,1,1498.0,0,0,1,1,0,0,1,0,0,27
522,87000,2016,985,42000,1,998.0,0,0,1,1,0,1,0,0,0,13
523,98215,2019,1102,63570,1,1248.0,0,0,1,1,0,0,1,0,0,13
524,85000,2017,985,40000,3,1399.0,0,0,1,1,0,0,0,1,0,37
525,78360,2019,2019,124900,1,1598.0,0,0,1,1,0,1,0,0,0,31
526,38900,2020,1811,97990,1,1498.0,0,0,1,1,0,1,0,0,0,25
527,72000,2017,1604,89900,2,1580.0,0,0,1,1,0,0,1,0,0,35
528,127000,2018,1353,79900,1,1461.0,0,1,0,0,1,1,0,0,0,8
529,170000,2016,1962,129000,2,2499.0,0,1,0,1,0,0,1,0,0,4
530,90000,2019,1102,69900,1,1496.0,0,0,1,1,0,0,1,0,0,12
531,145000,2016,1424,55000,1,1496.0,0,0,1,1,0,1,0,0,0,17
532,6000,2022,3366,199900,1,1477.0,0,0,1,1,0,1,0,0,0,11
533,178000,2011,1074,21900,3,1498.0,0,0,1,1,0,1,0,0,0,17
534,116000,2017,2397,150000,2,3497.0,0,0,1,1,0,1,0,0,0,29
535,160000,2015,1424,30000,2,1796.0,0,0,1,1,0,1,0,0,0,37
536,48000,2021,1529,105000,1,1490.0,0,0,1,1,0,1,0,0,0,12
537,60000,2019,1604,96900,2,1580.0,0,0,1,1,0,0,1,0,0,13
538,120000,2016,1693,88000,2,1998.0,0,0,1,1,0,0,1,0,0,19
539,190000,2019,1604,80000,1,1580.0,0,0,1,1,0,0,1,0,0,35
540,13000,2020,3366,188900,2,1499.0,0,0,1,1,0,1,0,0,0,6
541,120000,2013,1424,54000,2,1598.0,0,0,1,1,0,1,0,0,0,12
542,85000,2017,1835,105000,1,1798.0,0,0,1,1,0,1,0,0,0,25
543,25000,2020,1604,109900,1,1998.0,0,0,1,1,0,1,0,0,0,19
544,180000,2011,1262,36000,2,1591.0,0,0,1,1,0,1,0,0,0,13
545,27600,2019,1102,76900,2,1248.0,0,0,1,1,0,1,0,0,0,35
546,82000,2018,2019,152000,1,1968.0,0,1,0,1,0,1,0,0,0,27
547,20000,2022,2130,162000,2,1798.0,0,0,1,1,0,1,0,0,0,12
548,239000,2013,1424,25500,2,1461.0,0,1,0,1,0,0,1,0,0,36
549,35000,2021,1235,69900,1,1197.0,0,0,1,1,0,0,1,0,0,35
550,70000,2018,2019,135000,2,1395.0,0,0,1,1,0,1,0,0,0,27
551,125000,2018,1604,85000,1,1598.0,0,0,1,1,0,1,0,0,0,12
552,15000,2022,2417,180000,2,1999.0,0,0,1,1,0,1,0,0,0,13
553,145000,2017,1604,85000,1,1395.0,0,0,1,1,0,0,0,0,1,25
554,12000,2022,1811,125000,2,1580.0,0,0,1,1,0,1,0,0,0,13
555,115000,2017,1962,109000,1,1395.0,0,0,1,1,0,1,0,0,0,1
556,12000,2022,1811,138000,1,1998.0,0,0,1,1,0,1,0,0,0,17
557,45000,2019,2019,175000,1,2487.0,0,0,1,1,0,1,0,0,0,12
558,160000,2012,1262,28900,4,1197.0,0,0,1,1,0,1,0,0,0,28
559,26000,2021,4731,345000,2,1498.0,1,0,1,1,0,1,0,0,0,14
560,66000,2019,1102,77900,1,1248.0,0,0,1,1,0,1,0,0,0,35
561,55000,2019,1353,94900,1,998.0,0,0,1,1,0,1,0,0,0,35
562,167000,2016,2563,104000,1,1595.0,0,0,1,1,0,1,0,0,0,0
563,90000,2018,1604,100000,2,1798.0,0,0,1,1,0,0,0,0,1,12
564,130000,2016,1693,67000,2,1395.0,0,0,1,1,0,1,0,0,0,1
565,106571,2020,1604,102900,1,1499.0,0,1,0,1,0,1,0,0,0,31
566,170000,2016,985,26000,2,1193.0,0,0,1,1,0,0,1,0,0,19
567,111300,2015,985,37900,2,1193.0,0,0,1,1,0,1,0,0,0,19
568,137000,2016,1693,99999,1,1999.0,0,0,1,1,0,1,0,0,0,13
569,206000,2014,1424,34000,2,1591.0,0,0,1,1,0,0,1,0,0,13
570,62000,2019,1102,77900,1,1248.0,0,0,1,1,0,1,0,0,0,35
571,43753,2019,1835,98900,1,1197.0,0,0,1,1,0,1,0,0,0,36
572,139384,2018,2019,71320,1,1998.0,0,0,1,1,0,0,1,0,0,17
573,87235,2018,1835,105900,1,1598.0,0,0,1,1,0,1,0,0,0,31
574,17000,2013,1424,38996,3,1197.0,0,0,1,1,0,1,0,0,0,28
575,91000,2020,1529,98500,1,999.0,0,0,1,1,0,0,0,0,1,25
576,69500,2020,1529,85998,1,998.0,0,0,1,1,0,1,0,0,0,13
577,73000,2018,2019,114000,1,1999.0,0,0,1,1,0,1,0,0,0,13
578,19000,2021,4731,254000,1,1332.0,0,0,1,1,0,1,0,0,0,0
579,40000,2018,1604,70000,1,1364.0,0,0,1,1,0,1,0,0,0,37
580,140000,2017,2019,85000,2,1998.0,0,0,1,1,0,1,0,0,0,17
581,143000,2018,2019,71390,1,1998.0,0,0,1,1,0,0,1,0,0,17
582,119855,2018,2019,116632,1,1998.0,0,0,1,1,0,0,1,0,0,19
583,70959,2019,1102,76900,1,1248.0,0,0,1,1,0,1,0,0,0,35
584,71000,2019,1604,112900,1,1580.0,0,0,1,1,0,1,0,0,0,35
585,81000,2019,2019,111000,2,1499.0,0,0,1,1,0,1,0,0,0,6
586,132614,2018,2019,106740,1,1998.0,0,0,1,1,0,0,0,0,1,19
587,14000,2021,4731,454900,1,1991.0,1,0,1,1,0,1,0,0,0,0
588,5000,2022,3366,260000,1,1984.0,0,0,1,1,0,1,0,0,0,1
589,96000,2017,1604,93900,1,1580.0,0,0,1,1,0,1,0,0,0,35
590,102500,2018,2563,149900,1,1984.0,0,0,1,1,0,1,0,0,0,27
591,93760,2018,1604,102900,1,1580.0,0,0,1,1,0,1,0,0,0,35
592,130000,2016,1424,50000,2,1364.0,0,0,1,1,0,1,0,0,0,37
593,82100,2018,1835,88900,2,1560.0,0,1,0,1,0,1,0,0,0,31
594,35100,2014,1205,41900,1,1390.0,0,0,1,1,0,1,0,0,0,28
595,115000,2017,2019,88000,2,1598.0,0,1,0,1,0,1,0,0,0,21
596,59000,2019,1102,73000,1,1248.0,0,0,1,1,0,1,0,0,0,35
597,39800,2020,1811,104000,1,1373.0,0,0,1,1,0,1,0,0,0,24
598,209000,2011,1262,18900,3,1591.0,0,0,1,1,0,1,0,0,0,13
599,218000,2013,1262,32000,2,1591.0,0,0,1,1,0,0,1,0,0,13
600,156000,2017,1102,58900,1,1248.0,0,0,1,1,0,1,0,0,0,35
601,80000,2018,1835,112900,1,1798.0,0,0,1,1,0,1,0,0,0,12
602,4000,2023,1529,120000,1,1496.0,0,0,1,1,0,1,0,0,0,17
603,37282,2020,2417,132900,2,1498.0,0,0,1,1,0,1,0,0,0,25
604,88526,2019,2019,127900,1,1998.0,0,0,1,1,0,1,0,0,0,19
605,100000,2017,2019,107900,2,1598.0,0,1,0,1,0,1,0,0,0,21
606,72000,2017,1102,67900,1,1248.0,0,0,1,1,0,1,0,0,0,35
607,28000,2017,1102,54900,1,1199.0,0,0,1,1,0,1,0,0,0,31
608,98000,2018,1102,57900,1,1399.0,0,0,1,1,0,1,0,0,0,37
609,6000,2022,4731,305550,2,3604.0,0,0,1,1,0,1,0,0,0,7
610,59000,2020,2563,195000,1,3649.0,0,0,1,1,0,0,1,0,0,37
611,121000,2016,1693,94500,1,1999.0,0,0,1,1,0,1,0,0,0,13
612,69000,2016,1693,105900,1,1999.0,0,0,1,1,0,1,0,0,0,13
613,168000,2011,1262,27000,3,1197.0,0,0,1,1,0,1,0,0,0,27
614,80000,2018,1604,103900,1,1580.0,0,0,1,1,0,1,0,0,0,35
615,110000,2016,985,25000,2,1198.0,0,0,1,0,1,1,0,0,0,21
616,72343,2019,1835,114900,1,1999.0,0,0,1,1,0,1,0,0,0,35
617,102600,2017,1584,64900,3,1197.0,0,0,1,1,0,1,0,0,0,21
618,46500,2019,1835,120900,1,1999.0,0,0,1,1,0,1,0,0,0,35
619,203000,2011,1262,20000,3,1591.0,0,0,1,1,0,0,1,0,0,35
620,15000,2020,1102,59000,1,1193.0,0,0,1,1,0,1,0,0,0,19
621,120000,2017,1604,70000,1,1598.0,0,0,1,1,0,0,1,0,0,12
622,43000,2019,1102,55000,1,1248.0,0,0,1,1,0,0,0,1,0,13
623,141000,2019,1835,89900,1,1598.0,0,1,0,1,0,0,1,0,0,35
624,64815,2020,1529,74900,1,1199.0,0,0,1,1,0,1,0,0,0,31
625,71486,2021,2417,142900,1,1499.0,0,1,0,1,0,1,0,0,0,31
626,80000,2019,1835,93900,2,1199.0,0,0,1,1,0,1,0,0,0,31
627,100000,2018,2019,114900,1,1998.0,0,0,1,1,0,1,0,0,0,19
628,118000,2020,1604,99000,1,1580.0,0,0,1,1,0,0,1,0,0,13
629,130000,2018,1353,44900,1,1199.0,0,0,1,1,0,0,1,0,0,31
630,19900,2021,3366,172900,2,1499.0,0,0,1,1,0,1,0,0,0,6
631,143000,2011,1369,35000,4,1598.0,0,0,1,1,0,0,1,0,0,21
632,53900,2019,1835,122900,1,1999.0,0,0,1,1,0,1,0,0,0,35
633,220000,2014,1693,72000,2,1998.0,0,0,1,1,0,1,0,0,0,17
634,70000,2018,1835,90000,2,1490.0,0,0,1,1,0,1,0,0,0,37
635,70431,2021,1811,112900,1,1498.0,0,0,1,1,0,1,0,0,0,27
636,3300,2023,1529,108000,1,1368.0,0,0,1,1,0,1,0,0,0,35
637,44592,2017,1102,68900,1,1248.0,0,0,1,1,0,1,0,0,0,35
638,59392,2019,2019,131900,1,1591.0,0,0,1,1,0,1,0,0,0,13
639,98500,2016,985,44900,2,1399.0,0,0,1,1,0,1,0,0,0,37
640,130000,2016,1584,80000,3,1999.0,0,0,1,1,0,1,0,0,0,13
641,49000,2019,1102,75000,1,1248.0,0,0,1,1,0,1,0,0,0,35
642,37000,2015,1424,76000,1,1598.0,0,0,1,1,0,0,1,0,0,12
643,81960,2020,1835,128900,1,1995.0,0,0,1,1,0,1,0,0,0,23
644,115000,2020,1604,95000,1,1461.0,0,1,0,1,0,0,1,0,0,36
646,22000,2022,4731,420000,2,1991.0,0,0,1,1,0,1,0,0,0,0
647,12000,2022,4731,370000,3,1496.0,0,0,1,1,0,1,0,0,0,0
648,97000,2019,2563,172000,2,2199.0,0,1,0,1,0,1,0,0,0,13
649,129000,2020,1811,90000,1,1499.0,0,1,0,0,1,0,0,1,0,26
650,22495,2021,2417,144900,1,1499.0,0,1,0,1,0,1,0,0,0,26
651,40,2022,3366,297900,1,1332.0,0,0,1,1,0,0,0,0,1,20
652,1,2023,3366,295700,1,1498.0,0,0,1,1,0,0,0,0,1,1
653,1,2023,3366,295700,1,1498.0,0,0,1,1,0,0,0,0,1,1
654,1,2023,3366,297600,1,1498.0,0,0,1,1,0,0,0,0,1,1
655,1,2023,3366,297600,1,1498.0,0,0,1,1,0,0,0,0,1,1
656,18476,2021,4731,414400,1,1991.0,1,0,1,1,0,0,0,0,1,20
657,39000,2019,3357,377000,1,1998.0,1,0,1,1,0,0,0,0,1,6
658,1,2023,3366,295700,1,1498.0,0,0,1,1,0,0,0,0,1,1
659,1,2023,3366,298000,1,1498.0,0,0,1,1,0,0,0,0,1,1
660,1,2023,3366,303300,1,1498.0,0,0,1,1,0,0,0,0,1,1
661,1,2023,3366,296900,1,1498.0,0,0,1,1,0,0,0,0,1,1
662,1,2023,3366,303300,1,1498.0,0,0,1,1,0,0,0,0,1,1
663,1,2023,3366,303300,1,1498.0,0,0,1,1,0,0,0,0,1,1
664,1,2023,3366,303300,1,1498.0,0,0,1,1,0,0,0,0,1,1
665,1,2023,3366,305200,1,1498.0,0,0,1,1,0,0,0,0,1,1
666,1,2023,3366,303300,1,1498.0,0,0,1,1,0,0,0,0,1,1
667,1,2023,3366,303300,1,1498.0,0,0,1,1,0,0,0,0,1,1
668,1,2023,3366,303300,1,1498.0,0,0,1,1,0,0,0,0,1,1
669,1,2023,3366,303300,1,1498.0,0,0,1,1,0,0,0,0,1,1
670,1,2023,3366,296900,1,1498.0,0,0,1,1,0,0,0,0,1,1
671,1,2023,3366,296900,1,1498.0,0,0,1,1,0,0,0,0,1,1
672,1,2023,3366,298800,1,1498.0,0,0,1,1,0,0,0,0,1,1
673,1,2023,3366,298800,1,1498.0,0,0,1,1,0,0,0,0,1,1
674,1,2023,3366,303300,1,1498.0,0,0,1,1,0,0,0,0,1,1
675,1,2023,3366,303300,1,1498.0,0,0,1,1,0,0,0,0,1,1
676,1,2023,3366,296900,1,1498.0,0,0,1,1,0,0,0,0,1,1
677,1,2023,3366,296900,1,1498.0,0,0,1,1,0,0,0,0,1,1
678,1,2023,3366,298800,1,1498.0,0,0,1,1,0,0,0,0,1,1
679,1,2023,3366,298800,1,1498.0,0,0,1,1,0,0,0,0,1,1
680,1,2023,3366,298800,1,1498.0,0,0,1,1,0,0,0,0,1,1
681,1,2023,3366,296900,1,1498.0,0,0,1,1,0,0,0,0,1,1
682,1,2023,3366,296900,1,1498.0,0,0,1,1,0,0,0,0,1,1
683,1,2023,3366,296900,1,1498.0,0,0,1,1,0,0,0,0,1,1
684,1,2023,3366,298800,1,1498.0,0,0,1,1,0,0,0,0,1,1
685,1,2023,3366,296900,1,1498.0,0,0,1,1,0,0,0,0,1,1
686,1,2023,3366,296900,1,1498.0,0,0,1,1,0,0,0,0,1,1
687,1,2023,3366,296100,1,1498.0,0,0,1,1,0,0,0,0,1,1
688,1,2023,3366,296900,1,1498.0,0,0,1,1,0,0,0,0,1,1
689,1,2023,3366,298000,1,1498.0,0,0,1,1,0,0,0,0,1,1
690,1,2023,3366,289700,1,1498.0,0,0,1,1,0,0,0,0,1,1
